Id,Predicted
93256,504038.62
48139,442049.55
101908,388538.91
134084,416009.45
17216,279432.73
185201,582840.29
185016,611264.56
25318,302094.23
65253,331069.29
57696,294497.17
30939,307439.7
128338,393191.91
104156,399683.48
41455,370545.5
126390,349727.48
165803,480124.34
108253,395093.78
15221,302752.58
129322,375474.35
86142,597498.55
150957,486348.01
97028,388602.32
3219,327514.76
172533,438143.62
147313,498459.1
168865,427879.89
138278,478688.04
82280,366045.34
4380,309795.9
4327,344494.21
109861,370916.67
45273,453361.55
102888,712643.02
77664,479801.49
58355,305977.72
91308,373249.56
169692,425568.42
154931,584450.35
123897,449649.29
43550,429132.43
94084,374889.9
63629,394787.45
163153,441661.68
165076,665596
55701,332216.37
19310,345296.3
18205,363818.47
59608,287984.1
60785,498261.93
51513,330256.57
145397,384381.67
101693,433798.43
164688,455778.91
82863,359943.78
1754,275038.43
5376,383171.99
130074,444250.95
102843,712643.02
29760,379842.81
130642,394404.87
31347,414327.13
24205,315265.98
165100,488898.55
81514,435337.55
116369,513172.24
84639,380699.83
97982,488642.06
91083,578228.06
149132,425044.65
41826,376584.49
52033,304123.23
21665,301359.69
62257,308797.16
10102,346734.75
23904,308147.83
179693,628777.27
144227,546621.35
120211,334505.34
173440,412299.83
46749,338374.15
96942,480945
183177,521670.26
35398,310090.8
30263,292278.55
48194,373421.91
129424,469561.67
110123,373445.91
60370,397108.86
33837,357617.69
108049,507071.03
78656,450136.62
7172,311147.74
66304,366110.85
78058,453897.97
176324,628232.19
165880,550819.66
93902,369361.1
116039,337707.25
151166,467661.83
40210,292984.48
98367,313861.02
160925,531457.86
104371,499336.54
78415,676205.69
83660,527025.25
121434,598049.99
78336,496485.17
52510,344873.37
64261,352277.82
97749,419411.84
172084,431207.16
52569,301755.32
57400,413044.7
169875,637099.07
58398,425536.19
183622,621173.28
48753,559746.67
130190,534098.8
108466,390701.47
157786,586958.49
95190,395012.02
87452,432038.25
142203,463112.74
130773,536550
168853,427879.89
64684,357140.58
57446,327933.26
153747,423473.81
159666,429886.01
71555,393384.85
134319,645047.27
93943,524121.58
109872,472859.5
177223,590850.49
93784,507495.41
6380,306744.2
132297,372731.29
125110,472631.88
36843,274927.88
121955,343974.52
82973,457275.29
103986,404695.95
97824,427692.95
64151,377615.54
165946,419718.55
159307,437410.34
131434,398893.55
8556,440442.79
37868,321252.89
14032,302395.64
21341,368036.14
135288,560588.55
50116,320897.69
97940,448731.37
162134,427907.26
166998,458144.65
137392,512487.95
1460,293032.98
171905,589168.78
175067,612106.83
172514,569945.77
17738,302012.64
67047,513136.11
124014,517062.19
185762,633153.61
1311,209749.17
119140,550317.96
142546,512363.59
114400,269240.17
22406,431299.36
92766,567527.19
60485,431044.03
91648,466559.05
132526,680018.32
25180,384683.96
48904,280270.11
146550,425813.17
19407,568769.78
47699,279520.1
2620,276450.05
174106,555084.31
112846,440664.72
83926,432971.9
64285,342812.59
5733,330817.22
87638,463618.76
53604,347812.94
53244,449713.43
82872,359943.78
66096,355484.81
173642,435606.68
145405,472279.82
90156,520356.01
180075,700759.74
5153,289663.51
134959,432349.86
64342,377193.77
51154,489830.35
40845,266366.12
170881,534425.55
106257,466101.03
114464,329225.78
97370,406566.61
172227,475354.91
151941,427532.02
107035,393130.34
135274,462270.72
169795,577598.36
83718,420227.86
42632,265714.9
68198,347562.54
112707,399962.89
36740,377639.2
42954,340604.94
5921,352583.8
40850,266366.12
44668,312895.07
21263,300821.26
162241,568337.21
81902,440600.87
169151,619252.65
154334,482406.45
59218,434179.22
37714,363532.14
106222,586386.09
139069,552455.94
4425,489774.47
140007,418320.65
90024,408093.72
153101,446012.75
37538,283791.55
32399,338439.58
38946,340341.6
151272,506245.47
95430,458198.55
101750,621228.94
16356,335081.75
131496,416074.33
167864,505277.2
17832,310978.23
106738,373061.14
33431,265283.57
164505,478790.34
47565,371073.55
99660,448145.6
20200,309329.19
28507,446537.48
43495,447768.29
23794,342379.76
40297,306242.99
53944,546944.2
11040,720059.32
106585,442354.06
70050,555713.29
75026,512228.2
142562,549291.81
113332,431430.13
104548,642199.4
159065,477257.49
157589,453431.67
26850,299697.57
83917,377756.81
124331,421986.46
58018,285335.72
163913,603200.99
109105,479587.43
97862,420165.69
16478,295700.89
35187,288349.7
25446,317066.51
47828,415412.86
123220,583994.07
16366,335081.75
144449,384997.49
39920,268933.57
160888,396420.15
47978,315153.99
14331,337861.06
60334,285214.62
49737,262330.92
98533,296940.81
38375,303877.2
176978,654664.03
60474,431044.03
163806,560984.82
4654,278317.01
130912,427940.77
115098,484475.08
56214,300064.02
63720,347957.12
143496,501448.17
33941,360400.98
66720,291849.19
29518,262851.78
68026,617757.42
161546,599968.33
118804,337047.39
126852,399800.71
102392,430476.64
49738,260910.95
49424,372209.07
18184,357313.33
5408,377470.28
157571,453978.32
111705,623777.27
179891,739211.41
76587,345433.34
2629,263551.96
119008,397626.92
128414,314377.85
162481,385459.5
39075,333819
113444,597466.5
58984,413392.77
134087,388580.48
27723,286737.87
61426,664803.66
26496,278286.78
8183,416076.34
96508,441895.57
56072,336720.44
77192,382333.06
84054,535375.71
55624,358047.52
163711,463428.19
29219,473779.9
81813,440664.72
181000,735726
143894,423142.38
141800,506568.75
30009,320497.74
45917,248965.53
14425,340303.76
23268,291469.13
1284,213786.95
69986,585025.49
134779,432517.75
78114,438274.48
128833,411624.62
129335,415025.5
56632,342181.68
46967,274775.42
146611,364417.9
37748,295030.24
156600,403102.31
105167,365120.92
35572,281801.94
154900,473019.17
68778,378794.77
40761,573848.48
76922,363151.78
57737,287077.37
63946,454699.62
111235,388892.18
114882,468325.63
12676,243356.46
138376,450747.72
90637,440185.15
184522,585846.94
92974,333496.22
8857,285775.7
27895,271969.12
156181,645102.54
41834,547245.15
157391,661554.67
143702,405735.93
185912,729337.56
11229,315418.6
41300,311768.45
72247,351288.85
83180,518917.84
148335,545773.29
7890,388820.05
135138,449084.2
27131,297562.88
166558,613938.02
131032,377070.06
74357,394310.86
156049,411031.08
69414,662380.84
97276,389495.9
82842,359943.78
148527,456667.79
144752,456284.54
18175,357313.33
11905,306852.06
171029,482799.32
59320,422466.43
84110,392332.08
78965,627669.82
85951,573055.77
163141,480696.18
109999,407288.87
147801,415254.32
139213,394460.16
126460,571729.96
28015,380778.99
181431,734177.45
52696,447094.39
50605,315133.7
165242,450558.61
48813,284986.84
110483,576209.17
89306,373837.68
133442,364648.23
65829,418021.33
87579,363481.24
91465,438555.82
73701,489774.47
15530,364225.22
18230,412558.77
97193,419627.71
166625,621425.03
33195,358222.31
136148,477047.86
165033,669974.28
21315,356347.97
91814,322292.67
16891,462407.79
107918,569371.17
79471,380454.48
21862,456988.72
67991,328302.37
165486,493986.39
63600,458300.49
110049,383341
112307,353951.39
10157,316197.05
74635,453131.46
25784,396619.98
107059,446265.48
30356,452685.33
87516,729817.22
10936,540347.68
88543,363894.44
139877,406511.67
42424,390184.88
52670,415408.74
166867,576653.24
101107,465807.85
76199,482256.46
80888,352900.01
9911,315818.23
156640,454107.81
102356,434774.73
48860,319013.93
102849,712643.02
138105,380581.88
117983,399386.48
93922,371259.28
46238,319492.74
59022,560908.99
106646,456693.62
120040,499720.03
126172,366832.93
168000,591262.05
80749,379922.45
131491,509507.63
112112,586628.01
47501,296161.34
13728,309996.32
101768,317675.53
6316,309979.18
126098,676415.1
165,273270.69
19524,390909.53
150677,477257.49
59379,423816.95
74454,370952.12
175450,670472.46
89244,597118.3
116506,361506.88
147339,475400.05
74001,543955.27
90922,355761.88
1820,489774.47
110186,312419.66
62682,314236.99
89581,463239.89
137848,437920.94
161798,455593.71
170742,435420.1
82918,348634.14
37679,300585.98
154926,451421.16
149598,325119.99
44725,321908.24
90766,517755
148899,407013.37
126592,377459.26
157908,433379.01
113713,382485.74
148870,668528.94
165510,451275.3
101470,377564.79
51743,340005.74
27173,258548.46
27812,287619.28
95488,357714.48
173154,683045.85
121352,376781.29
143803,441895.57
63373,325428.76
1386,320429.67
163514,553748.64
35643,288133.19
120579,525014.94
128369,398909.54
141816,441656.95
161838,476580.71
71069,340113.85
77131,437092
17667,333278.98
52148,355469.99
72854,478394.63
102035,467647.46
111359,445313.56
17719,333278.98
123306,354587.25
161864,693728.79
180849,611795.82
160993,446666.04
162321,369597.63
46481,321675.17
79814,408166.27
137789,566691.11
54212,318164.03
33512,316044.77
57246,654376.82
183567,611405.94
126709,382536.58
38938,340341.6
31497,393385.42
43094,328416.34
40278,306242.99
174057,608981.67
88538,363894.44
78488,539893.92
170729,647801.29
173992,527430.57
60975,477013.25
54718,298322.11
178130,600603.43
133730,417775.16
70033,458129.6
43395,386610.66
142569,437374.03
25880,286816.99
139537,392042.1
3465,288096.9
40735,420671.56
162957,513258.71
83356,484916.06
32897,321066.28
49245,342756.21
60337,285214.62
139769,462946.63
52326,351968.78
162813,397646.96
180789,549843.09
49386,412535.17
33541,335636.33
159352,411777.07
42027,354799.55
155370,423332.16
143725,466790.43
131769,409414.94
139885,406511.67
93808,448951.75
10639,260126.33
168611,610386.69
167653,622235.61
123170,344456.76
139150,335534.3
62622,468369.23
168689,577006.44
18566,285429.88
67121,299924.29
119193,461915.97
75320,507573.4
185227,592485.67
59316,422466.43
42962,340604.94
51540,248684.42
37927,350874.72
85155,315581.6
148730,436046.93
182768,682228.5
21816,334958.23
119821,508537.31
53803,312612.42
75672,527426.11
164062,607208.18
9801,526305.74
90516,526220.73
126543,359964.33
20563,261513.25
173167,359872.5
165546,663793.32
140696,531788.65
60885,541647.94
71010,356396.07
65245,428462.34
7762,299142.6
162332,448168.2
132065,387357.28
163315,552491.92
94896,374582.72
13990,400628.33
86695,440775.27
136032,580237.89
181973,579622.82
70720,557723.85
176320,645726.5
123988,633180.39
75446,525048.32
165520,451275.3
95499,397398.69
73362,413667.77
115013,314597.49
170250,652931.11
117752,564257.43
120534,631284.38
43110,331021.57
173316,527726.39
163348,396313.95
167196,476083.61
8539,609498.1
57416,328989.77
147688,430354.04
48843,284986.84
123483,412690.33
91781,343107.31
57502,297595.13
41380,390685.1
71368,475307.79
90332,450762.5
56200,361296.23
59273,431408.72
59528,514389.68
142978,449365.54
62463,413956.8
151089,330626.48
159388,423898.37
15000,310425.25
124030,450551.57
146762,354311.15
32542,270778.76
44504,359606.09
154438,462507.76
92711,450966.48
26861,411712.5
154130,459548.97
108177,443803.46
85561,382274.17
29523,293928.53
162190,567558.19
137744,387586.57
141614,402736.28
154095,546443.05
177433,731241.72
16212,300619.4
138324,499911.09
179772,689437.08
80229,547947.6
146601,437164.36
90354,389411.23
16620,319893.43
144520,455549.12
43671,340795.24
151379,444280.08
43516,413953.54
114780,381252.52
48679,435010.71
23310,301397.41
82078,693958.05
161637,414320.38
97266,368945.97
25975,302782.02
183280,632682.05
143522,383984
82873,359943.78
111022,483793.36
170004,507827.08
149233,389578.91
11335,262023.76
178323,744248.56
117545,446435.33
104197,439626.37
114280,472213.78
30527,289256.82
42651,379550.8
123646,397848.35
72689,450397.03
78646,450136.62
50032,315299.84
167436,683851.18
25911,289857.49
140037,424029.4
117935,518445.6
122922,354917.6
28738,326470.69
129413,415705.18
65411,566866.18
20519,266333.3
148799,506878.55
96848,354011.49
167854,505277.2
90027,402737.91
124583,382057.23
123841,404971.46
143815,502781.59
100928,313191.48
64554,415045.74
27802,287619.28
55996,285145.02
168480,430290.8
18511,398212.19
7174,311147.74
107447,372973.42
109945,340922.22
109304,527964.77
33225,249236.65
31504,295228.99
85162,315581.6
164868,444026.19
102092,427548.35
5618,333362.56
45425,388317.19
127376,473548.56
156938,466456.83
127635,404898.49
111774,569227.77
141311,650604.22
68733,395974.51
171431,610492.97
57288,283635.37
147560,629454.24
83283,513907.99
180470,506894.82
85424,462756.91
30049,306084.04
138841,443349.5
138637,403159.26
178178,753305.9
69976,585025.49
139744,450011.38
58256,299111.9
104665,456321.13
169191,623649.39
55984,403157.71
40354,444883.35
59813,264039.42
142178,380926.57
104367,499336.54
135075,375189.68
16278,306478.27
49191,443234.98
95010,423756.1
179668,575746.05
111338,357706.07
76006,425343.58
106534,583994.07
78933,568106.17
76196,523998.9
110996,450753.83
145016,451183.07
133526,459116.44
67069,542728.64
77499,331651.84
51668,333295.79
64752,502968.46
148430,477257.49
63329,312889.08
173406,473293.55
79182,369237.45
139963,427854.84
119727,371895.05
14184,327838.91
63325,617587.67
69906,620909.09
150715,468868
10423,331925.9
13226,333343.57
166355,475123.48
162216,578293.01
43071,306139.24
103161,423790.33
168506,631791.99
30707,395090.46
54877,446701.82
77637,321903.21
54304,293953.42
71775,544897.86
116543,336278.2
18877,360602.1
98865,443679.26
169535,503632.93
155674,420756.91
46410,395698.94
25354,317874.84
149242,386710.43
156019,547676.15
2372,225512.6
167793,480825.32
13539,358238.2
96889,516281.75
12180,270721.93
30975,441780.28
142091,612498.39
141417,508340
88385,492579
118140,478349.87
130703,393215.76
78738,421755.53
31269,329942.32
109042,501220.91
48367,431764.93
169027,501436.8
94564,368354.06
69161,564567.85
109455,580804.27
102048,467647.46
142061,706945.55
80360,378403.24
108330,451706.21
45894,272248.19
184619,693293.19
44807,304457.44
86934,401555.32
99343,391943.71
168916,485675.67
89276,565421.6
51815,322156.38
125813,424959.37
107171,402045.66
154642,393301.33
10072,315356.99
68097,350604.02
160821,598980
19655,318583.03
142752,489774.47
36940,308465.38
111126,334870.83
596,240567.35
71019,356396.07
4479,308142.39
55848,418946.63
85188,411917.88
125357,353786.38
14647,299891.15
162730,487250.63
150653,477257.49
120056,416924.19
169156,619252.65
67935,396218.2
174388,745919.43
182913,663951.8
54148,314810.87
131866,591757.19
149984,483528.88
159985,489219.41
95496,424031.31
112843,438293.81
49524,282738.43
27369,260446.18
30825,379344.65
169753,664643.5
92534,374770.55
129225,400580.77
13062,315396.57
130722,497981.37
134157,411116.96
165859,550819.66
66301,366110.85
83618,436822.01
107691,380177.5
105232,364369.08
48298,579571.16
40648,344523.08
71976,480204.15
72896,488875.68
74551,366058.21
44973,318740.28
29347,319611.28
141919,443985.41
106300,396384.75
131980,513890.79
133141,450641.13
3973,296154.03
40519,322801.15
180446,627396.33
175025,585655.75
75064,454045.58
18793,315561.81
149491,477257.49
154754,514268.15
132371,415217.38
134999,449652.67
165322,586529.56
108805,478557.36
140691,531788.65
156367,496699.73
85858,620214.07
152700,456414.38
185104,520920.06
70218,435379.21
10393,340503.09
165123,511392.26
55106,378782.42
88369,404253.29
41779,515742.71
130816,376952.39
31211,333855.43
166757,535282.59
108437,350023.85
185814,623583.77
73304,397016.7
148656,492478.84
84559,346153.73
151222,426991.03
2069,208916.29
182640,644553.98
157520,504798.92
153201,507457.08
51319,426869.05
167197,520513.2
56328,526287.04
7586,315183.53
4962,350564.5
17286,281502.47
17996,317228.97
136652,498649.63
107533,385931.82
35676,288198.73
63528,456271.44
88024,411650.7
92245,446395.96
121431,533471.38
117675,414287.25
134315,581248.87
80382,380277.77
5676,303144
85834,441573.64
7544,301655.85
76545,336901.39
182269,726072.65
115301,380728.38
184499,593564.8
89274,686049.69
96978,454233.04
22476,318033
43684,340795.24
103852,531633.79
6660,297021.81
149136,425044.65
55623,358047.52
154963,385514.37
118607,357457.1
66046,403419.85
50815,365591.21
88378,520528.48
47559,382321.46
96116,442962.22
31651,290180.74
141186,561282.61
142321,690856.76
47123,288860
176333,600356.47
3011,296154.03
68006,616843.77
183387,454992.22
36465,370421.84
39670,290302.2
173044,475121.97
7197,307213.23
35841,342030.92
185880,724471.95
64929,662420.36
99553,438287.78
59246,307703.56
122401,381139.73
5750,276855.7
54602,375914.75
57503,294775.91
139988,442354.37
61441,676244.03
3816,413718.9
157223,474575.39
45836,373026.55
155755,384754.97
1314,209749.17
172283,668781.12
183939,699317.68
102449,445536.53
130038,394986.1
69337,693597
59437,293249.71
100231,444390.06
184320,540101.11
121624,454530.98
175778,461794.41
49838,318205.51
112596,392309.4
92825,750005
3175,343957.49
20599,299029.9
90059,566242.16
8718,260900.52
56904,515002.79
140415,489774.47
45486,362416.93
72264,399564.47
102129,454283.58
5083,419476.44
23403,383791.96
57581,575346.31
165475,449695.83
88985,460003.93
30967,443645.9
19270,440823.62
39924,268933.57
52520,538919.83
151658,408713.23
145774,583435.45
52004,316439.95
109232,389020.52
32071,280110.4
421,229306.02
150070,529802.97
157555,453978.32
141514,402238.5
137558,501427.69
155571,406547.73
162016,528997.54
47743,318635.91
42863,349220.92
60316,363337.75
119376,548225.22
96534,441895.57
97787,462832.94
46854,322219.88
131197,406682.42
45750,354083.23
75580,680167.72
122938,491533.44
24952,274675.75
8713,260900.52
29044,339825.25
33794,337784.36
155354,514949.38
174630,646908.46
357,233026.67
52446,412124.37
173530,556437.1
9167,273765.66
2712,288760.83
34228,453957.27
14795,291045.44
101108,465807.85
182805,565860.94
101314,531753.51
71207,367192.58
24463,328893.79
161441,466225.28
62066,317059.9
140608,551556.68
9901,315818.23
167009,482608.53
70131,313521.45
111696,547771.54
69883,588430.11
68434,414677.15
10786,313344.09
104011,468062.12
108425,350023.85
120804,449051.98
26582,334650.69
20975,440770.25
134633,483650.23
97941,448731.37
107642,474302.6
161902,481189.88
100312,697923.4
95448,363178.21
21815,334958.23
149382,671786.39
74108,584188.16
123994,633180.39
146443,422741.7
108700,362833.74
22001,476967.16
74783,381451.27
119865,379763.81
141913,409884.53
74995,493455.21
135235,334824.44
48589,347188.56
914,227526.6
119943,401814.49
99440,338057.96
144341,649672.27
97930,503059.97
90951,397413.63
131041,355859.87
84731,412709.1
135546,561442.66
127448,489774.47
61300,372327.66
63131,374119.26
25238,336181.51
180340,644446.24
99506,354909.05
183854,605190.13
94910,419999.7
44500,284574.23
63085,318625.13
164640,573777.69
16313,376507.69
132985,411566.44
101842,369172.25
5938,477257.49
44937,298717.14
170855,582165.73
40121,291232.71
74424,393004.11
156663,568289.52
181734,728198.37
109020,563908.55
54192,331781.25
121171,534720.58
118207,697483.19
103252,448182.73
46896,295137.38
175241,680171.89
9111,511737.07
172947,431734.78
60940,575926.97
77395,392846.98
83691,453599.57
11241,410866.48
58884,339077.33
33511,316044.77
35455,279860.98
134929,429685.96
127658,426285.91
74414,410014.05
23654,305624.41
41430,286625.62
96127,635511.12
66839,330442.55
68946,406945.57
167240,668858.81
75029,512228.2
164287,532377.96
7830,327045.28
33316,317649.42
59853,489774.47
77185,412152.48
131362,390548.17
60057,388343.82
62703,497774.43
7301,269721
62430,453734.51
90275,536565.31
41898,656626.01
147521,408741.75
16961,356672.67
51376,375507.4
115157,437177.73
120634,569230.79
125261,351298.45
95547,457664.07
3515,296154.03
76413,520896.05
170768,600138.49
127634,419187.72
66815,658803.69
5490,379675.71
142611,400062.39
65774,498933.62
92958,521751.34
84749,436321.17
116909,637029.12
85064,320691.14
94989,548936.95
185937,711356.55
67686,378921.7
132595,455829.34
45139,420622.07
29101,330843.72
20069,340542.53
22550,265797.56
174839,577103.1
114955,577339.03
146788,341274.64
83092,596263.94
135246,391492.82
61802,676277.37
137382,435421.74
145401,384381.67
58300,300009.5
140496,372168.1
149481,477257.49
136826,507782.92
69083,531747.74
149913,412134.5
105985,502603.8
112379,477461.93
24595,287871.65
170528,456055.91
137587,647559.66
50622,428789.68
20491,294795.32
20537,261513.25
18157,357313.33
157941,634002.5
92700,587168.14
123974,500502.5
173075,434142.63
141277,499630.45
112473,407592.23
75725,613596.67
148084,698949.33
163134,496762.22
169551,443679.33
97936,448731.37
5409,377470.28
181576,529342.28
176565,728489.29
69920,467045.39
155355,423780.97
169526,504433.24
175592,660936.23
11800,296351.3
76885,436783.02
150140,488483.94
15952,402752.02
163132,390263.02
182445,563998.95
1689,265504.51
43974,311587.99
15651,278568.56
51632,346686.83
44152,288684.89
79260,511309.33
126131,479577.67
146446,425493.41
35453,279860.98
24575,425666.14
153177,498748.6
11722,317959.9
13333,330287.36
155121,624290.84
101310,531753.51
53959,524999.01
23876,325700.17
126643,479372.14
86844,541560.61
53505,312448.99
180050,688469.41
1112,382507.51
181162,551271.15
57024,415994.9
87181,367020.55
1248,311879.52
59383,423816.95
162369,448976.58
133350,639419.77
99669,440616.8
34764,520699.81
62298,419006.27
35998,430537.5
1607,289355.97
32970,417801.58
26641,398812
175224,706303.65
110327,343676.8
156595,518455.82
163067,479895.87
60715,391047.07
150551,469421.63
58057,507740.57
175585,660936.23
15757,280473.7
20005,307039.99
60657,375542.36
81819,438293.81
174859,644760.42
107651,573444.49
145839,540023.36
109597,408757.67
64677,357140.58
170987,402832.05
132448,632293.94
615,240567.35
328,337551.45
170503,461843.65
54169,404166.39
101792,347665.09
53716,285320.85
118305,432198.67
159348,411777.07
47524,311234.41
120095,414448.19
89161,489774.47
122216,392024
22639,283177.49
105567,664654.01
36501,300270.13
90278,536565.31
176235,561081.99
133638,504278.17
49178,353498.45
25528,306830.17
47155,369329.31
69881,594503.15
78321,501647.58
55247,303145.3
86287,655516.52
105381,539958.24
81889,390066.49
114435,322925.52
60550,270772.51
85101,352090.21
87805,527126.69
21257,308739.06
57009,299063.4
57447,327933.26
96458,473548.56
133136,425968.62
5000,294273.89
42652,379550.8
23784,332847.9
11571,307391.87
162263,464667.54
185322,574659.51
95243,386350.99
98025,449845.9
121413,533471.38
16255,288881.53
169864,666441.93
65094,318560.4
106745,373061.14
35269,335925.04
182962,642994.58
67245,308986.91
146159,466117.16
67199,350134.92
153321,531264.33
171081,576834.56
64169,432441.36
59992,298626
87375,533113.79
45489,393386.67
133891,433621.44
28201,380973.21
181799,561111.74
128771,463927.95
100544,400748.27
117827,540650.69
125112,551811.81
41283,311768.45
143488,479699.25
132026,463570
154774,529259.64
181316,693990.93
26452,263988.92
69192,499861.05
48876,271715.68
23995,290098.97
114699,338767.62
14429,407789.28
29310,456599.53
155233,331763.36
140675,435880.29
149085,387843.66
32887,321066.28
124252,561420.44
101533,417636.29
133377,396912.16
166041,433849.13
40559,314438.79
37378,374160.11
33652,317578.8
114468,362401.14
74715,416192.6
64519,706173.44
152802,489774.47
53278,387646.52
34834,346040.73
124152,384099.63
136017,416675
154630,393301.33
179253,661423.91
146936,418251.29
97021,388602.32
1925,329261.42
177820,576556.97
83330,478550.68
145449,365173.67
179983,735172.84
167017,510158.2
143174,440978.1
42152,345801.53
118433,338460.56
1085,324321.34
108,242606.5
21504,406196.32
29908,293500.82
70316,496344.26
147948,624348.93
98363,313861.02
162615,510785.81
13447,309505.84
181211,661285.75
158809,396673.5
155623,466363.44
98150,364353.31
71979,604210.56
41846,351263.63
110154,392742.29
18305,292304.36
94821,393036.45
48673,435010.71
43984,308873.43
22290,297749.24
92650,437795.88
29386,398482.26
1810,355851.4
156154,415980.63
93822,520654.38
127679,470790.64
51871,308490.32
8150,307318.49
124650,451569.04
41453,370545.5
134106,417292.85
85212,693975.74
110858,425384.93
129207,463119.6
56369,604317.44
122046,318698.38
80517,416327.63
168013,614842.93
26047,354968.23
100969,411470.32
27240,258958.21
51867,420200.31
184767,596971.06
105710,470738.53
123195,420358.42
120616,458445.33
27126,297562.88
11811,296351.3
178381,578796.82
127074,419946.57
179534,607838.5
8432,338418.33
130518,311396.94
127324,457555.01
162711,398658.98
92750,501132
88080,390010.91
139501,328184.39
52121,317600.17
140776,452202
258,251950.94
90635,440185.15
125011,438570.21
89929,374343.5
55616,551178.36
143796,441895.57
164854,451843.92
122926,429161.64
68261,446428.64
142713,472729.15
81536,485685.13
121421,533471.38
73311,447675.69
180277,587331.88
128708,598775.39
180204,689010.24
77138,437092
162461,693130.17
39775,384499.89
125903,652661.69
106371,387072.27
178198,757871.92
16267,306478.27
134921,527736.76
106158,359494.08
93050,403802.85
141454,489774.47
93644,383297.58
43686,416254.08
157459,404105.98
92229,367674.34
27330,260446.18
44846,317731.63
178490,609902.75
12077,269250.5
173289,644339.63
104334,616187.5
30897,339122.94
27451,253343.8
441,280702.84
28528,300120.42
80302,577911.17
153339,691413.22
133873,456469.46
97142,448096.09
60133,528566.68
11493,326966.47
172125,578870.54
125657,459811.36
135834,400716.89
21497,406196.32
33068,316113.65
107676,355957.56
41602,391113.7
164242,451254.83
78229,552561.92
153717,379131.9
84170,577713.66
24662,312727.46
76220,476563.11
12697,243356.46
163429,568168.01
4753,310554.65
136174,741726.07
60783,524969.01
157864,524587.69
72622,412596.07
62301,419006.27
32531,255427.21
59317,434042.12
83255,504104.83
152904,435458.79
86929,401555.32
50519,310708.11
1999,193930.67
60828,508055.57
36514,300270.13
74380,382662.92
49172,353498.45
166486,491840.65
18610,276350.87
68142,447548.52
45431,413991.27
63158,352584.68
131637,535250.36
92884,559203.2
106513,478028.87
164649,507443.6
23422,334435.09
28506,446537.48
104557,603706.19
52553,352143.87
117870,491721.49
126500,643542.45
151129,399563.28
71900,473182.41
45526,439730.3
128725,664432.73
169640,470021.92
34730,328523.45
118255,703294.04
42296,284138.94
19810,292044.22
98813,347759.56
113906,424935.3
9532,363084.31
155597,556818.93
18045,283489.47
24885,367637.85
112445,478183.83
117797,738463.27
52337,310572.67
158022,589052.26
34393,304411.17
130435,369280.33
44300,257353.18
113439,440826.29
78135,398387.08
26104,708300
111287,584176.37
21086,312502.85
164435,389475.68
129911,392170.41
119934,401814.49
109546,344019.76
92770,567527.19
1811,355851.4
150210,470005.62
128750,504115.93
31760,375193.48
66929,391692.85
50308,283366.6
54495,348160.15
